Hotel,Score,Sentiment,Review_Final,Label
KHÁCH SẠN LIBERTY SG PARKVIEW,"9,6",Tích cực,giá rẻ chất_lượng,{Dịch vụ#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,4",Tích cực,khách_sạn không chổ xe ô_tô cập_nhật agoda wifi kém không xài được,{Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,checkin tối muộn được 1 lễ_tân dễ_thương free upgrade phòng hạng exc phòng rộng_rãi sạch_sẽ cửa_sổ to thoáng không phàn_nàn,{Vệ sinh#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"4,8",Tiêu cực,khách_sạn cũ vị_trí xung_quanh tiện,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,4",Tích cực,địa_điểm thuận_lợi khu_phố tây ăn_uống tiện giá phòng được upgrade check in nhìn_chung hài_lòng,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,khách_sạn địa_điểm tuyệt_vời nhân_viên,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"9,6",Tích cực,nhưng vé,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,khách_sạn sạch_sẽ yên_tĩnh nhân_viên nhiệt_tình chu_đáo,{Vệ sinh#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"9,2",Tích cực,khách_sạn được được nâng hạng phòng free phòng booking nhân_viên thân_thiện khách_sạn địa_điểm thuận_tiện trung_tâm,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,4",Tích cực,hòa kêu to không ngủ đv,{Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,nhân_viên thân_thiện phòng sạch_sẽ đầy_đủ tiện_nghi bữa nhà_hàng công_viên tuyệt,{Vệ sinh#Tích cực}; {Vị trí#Trung lập}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,4",Tích cực,gần phố đi bùi viện sát khách_sạn hẻm đi hẻm thông_qua đường bùi viện tiện đi khách_sạn hơi cũ nhưng cải_thiện giá tiền q1 địa_điểm như_vậy,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,khách_sạn nằm kế công_viên 23 9 gần trung_tâm dịch_vụ nhân_viên thân_thiện,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,khách_sạn sạch_sẽ gần trung_tâm giá hợp_lý,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,4",Trung lập,vị_trí trung_tâm tuy_nhiên trung_bình,{Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,thuận_tiện,{Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,2,Tiêu cực,nhân_viên lễ_tân vẻ hơi bất_cần xem_thường không việt tỏ khu_phố tây không,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Dịch vụ#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"7,2",Trung lập,trừ đêm nhiểu tiếng ồn,{Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,4,Tiêu cực,khách_sạn nằm tuy_nhiên phòng hôi mùi thảm cũ 4 nhưng cố được 2 đi hi_vọng thay thảm,{Vệ sinh#Tiêu cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,8",Trung lập,phòng khách_sạn rộng_rãi thoáng sạch_sẽ,{Vệ sinh#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"4,4",Tiêu cực,phòng bí không cửa thông gió hòa cũ hoạt_động kém không_thể ngủ được thở,{Vệ sinh#Tiêu cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"5,6",Tiêu cực,thật_sự đi chuỗi khách_sạn công_ty quê_hương lần đầu_tiên thất_vọng tiện_nghi phòng tắm toilet bồn rửa mặt không thông chờ có_thể được,{Vệ sinh#Tiêu cực}; {Vị trí#Trung lập}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,không nhược_điểm hài_lòng,{Vệ sinh#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"5,2",Tiêu cực,trang thiết_bị phòng oics tồi vị_trí khách_sạn đẹp thuận_tiện di_chuyển xuất hđ đỏ công_ty,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,4",Trung lập,nằm phố trung_tâm vị_trí thuận_tiện phòng sạch_sẽ hiện_đại nghèo_nàn nhân_viên lễ_tân thái_độ không thân_thiện khó_chịu không saigon,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,phòng_ốc sạch_sẽ sang_trọng vị_trí thuận_tiện giá tiền vừa_phải hài_lòng,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"5,6",Tiêu cực,khách_sạn trung_tâm nhân_viên thân_thiện tuy_nhiên khách_sạn cũ cơ_sở vật_chất check in đêm hơi ghê hôm đi,{Vệ sinh#Tiêu cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,8",Tích cực,nhân_viên phục_vụ thân_thiện phòng sạch,{Vệ sinh#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Trung lập}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,4",Trung lập,vị_trí thuận_tiện khách_sạn mức_độ tb,{Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"7,2",Trung lập,không bell boy door man 8 am không có_nhân_viên mở_cửa,{Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Trung lập}
KHÁCH SẠN LIBERTY SG PARKVIEW,"7,2",Trung lập,gọn lịch_sự,{Dịch vụ#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,3",Trung lập,vị_trí vị_trí nhân_viên lễ_tân_nam thân_thiện nữ hơi không vui,{Vị trí#Tích cực}; {Dịch vụ#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,9,Tích cực,nhân_viên nhiệt_tình phòng đẹp thoáng mát lịch_sự lần đầu_tiên khách_sạn 3 sai gon nhung chất lương tuyệt_vời tất_cả nhân_viên đặc_biệt bộ_phận tiếp_tân toi đánh chuyên_nghiệp thân_thiện merci beaucoup,{Vệ sinh#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,7",Trung lập,địa_điểm,{Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,8,Trung lập,phòng sạch_sẽ gần trung_tâm nhân_viên thân_thiện khách_sạn gần trung_tâm thành_phố có_thể đi chợ bến thành bitexco financial tower đường nguyễn huê khu_vực trung_tâm phòng sạch_sẽ ngăn_nắp phòng tắm sạch_sẽ tiện_dụng bữa sáng_sáng nghèo_nàn cải_thiện,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Trung lập}
KHÁCH SẠN LIBERTY SG PARKVIEW,9,Tích cực,thuận_tiện lịch_sự giá vừa_phải thoải_mái,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,7",Trung lập,place place and place tạm được,{Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,3",Tích cực,vị_trí khu_phố tây,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,3",Tích cực,vị_trí trung_tâm,{Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,3",Tích cực,vị_trí trung_tâm giá hợp_lý,{Vị trí#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,3",Tích cực,phòng đẹp nhưng hơi cũ,{Vệ sinh#Trung lập}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"6,7",Trung lập,vị_trí phòng sạch_sẽ giá_cả hợp_lý khách_sạn hồ chí minh,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Trung lập}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,7",Tích cực,vị_trí nội_thất giá_cả cảm_thấy hài_lòng,{Vị trí#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"5,3",Tiêu cực,vị_trí tương_đối phòng 1 kiểu phòng kiểu phòng_ốc cũ xấu đồ chán khách_sạn không tiêu_chuẩn 3,{Vệ sinh#Trung lập}; {Vị trí#Trung lập}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,9,Tích cực,trung_tâm sạch tuận tiện khách_sạn trung_tâm côn_viên phòng sạch_sẽ,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Trung lập}
KHÁCH SẠN LIBERTY SG PARKVIEW,8,Trung lập,gần trung_tâm,{Vị trí#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"3,3",Tiêu cực,không không không giới_thiệu không hài_lòng khách_sạn,{Vệ sinh#Tiêu cực}; {Vị trí#Tiêu cực}; {Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Tiêu cực}; {Giá cả#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"7,7",Trung lập,gần trung_tâm hai đêm chúng_tôi nghỉ khách_sạn vị_trí tầng 8 nhà_hàng đi_lại thuận_tiện món tuy_nhiên nhà_hàng hơi ồn tiếng di_chuyển bàn ghế đi_lại nhân_viên nói_chung phòng sạch_sẽ rộng_rãi thoáng_đãng,{Vệ sinh#Tích cực}; {Vị trí#Trung lập}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"7,7",Trung lập,thái_độ vui_vẻ nhân_viên vị_trí thuận_tiện trung_tâm thành_phố thái_độ vui_vẻ nhân_viên kỳ nghỉ thoải_mái,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"7,7",Trung lập,tiện_nghi sạch_sẽ nhân_viên hiếu_khách trung_thực kỳ nghỉ tuyệt_vời khách_sạn đáp_ứng gần đầy_đủ tiêu_chí gia_đình chúng_tôi nhân_viên tiếp_đón chăm_sóc khách_hàng nhiệt_tình chu_đáo cung_cấp đầy_đủ thông_tin sẵn_sàng trở_lại khách_sạn kỳ nghỉ kế_tiếp khách_sạn có_thể cung_cấp xe ô_tô đêm gần vị_trí khách_sạn,{Vệ sinh#Tích cực}; {Vị trí#Trung lập}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,3",Tích cực,thái_độ phục_vụ gần trung_tâm thành_phố đi_lại thuận_tiện thái_độ phục_vụ nhân_viên phục_vụ cơ_hội,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,10,Tích cực,100 vừa_lòng,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"5,6",Tiêu cực,khách_sạn vị_trí thuận_tiện tuy_nhiên phòng tối phòng tắm chảy yếu khăn tắm xỉn màu,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"9,2",Tích cực,vị_trí trung_tâm thuận_tiện di_chuyển phòng giá chỗ gửi xe_máy,{Vị trí#Tích cực}; {Cơ sở vật chất#Trung lập}; {Giá cả#Trung lập}
KHÁCH SẠN LIBERTY SG PARKVIEW,8,Trung lập,phòng sạch ngăn_nắp nằm trung_tâm thuận_tiện đi_lại tuy_nhiên không được thông_báo agoda không hóa_đơn vat tiếc,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Trung lập}
KHÁCH SẠN LIBERTY SG PARKVIEW,"8,8",Tích cực,phòng rộng thoáng mát,{Cơ sở vật chất#Tích cực}
KHÁCH SẠN LIBERTY SG PARKVIEW,"4,7",Tiêu cực,quê_hương 4 quê_hương 4 30,{Vệ sinh#Tiêu cực}; {Vị trí#Tiêu cực}; {Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Tiêu cực}; {Giá cả#Tiêu cực}
KHÁCH SẠN BÔNG SEN,"6,8",Trung lập,nhân_viên lễ_tân thông_thạo tiếng tiếng nhật không được sử_dụng ứng_dụng phòng phòng đôi góc tầng 1 bữa bình_thường địa_điểm nhưng cảm_thấy khó_chịu mùi xịt phòng cửa_sổ nhưng trống tòa không ánh_sáng chiếu vẻ trú_ngụ chim bồ_câu cửa phòng tắm cũ không đóng chặt được tuy_nhiên giá chất_lượng cảm_giác sạch_sẽ có_mặt,{Vệ sinh#Trung lập}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tiêu cực}; {Giá cả#Tích cực}
KHÁCH SẠN BÔNG SEN,"9,6",Tích cực,vị_trí thuận_lợi đi khám_phá khu_vực xung_quanh thành_phố tiện nhà_thờ đức lễ giáng_sinh không sợ kẹt xe nhân_viên phục_vụ phòng sạch_sẽ nhưng wifi yếu phong_phú tuy_nhiên trưa một_ít phiền_phức bàn lầu muỗi cắn nhưng nhìn_chung dịp trở_lại,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Trung lập}; {Giá cả#Trung lập}
KHÁCH SẠN BÔNG SEN,10,Tích cực,thật_sự thích khách_sạn sen địa_điểm tuyệt_vời khách_sạn sạch_sẽ nhân_viên thân_thiện,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN BÔNG SEN,"8,4",Tích cực,vị_trí trung_tâm tiện_ích xung_quanh lần,{Vị trí#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN BÔNG SEN,"9,2",Tích cực,kỳ nghỉ khách_sạn phòng rộng_rãi thoải_mái đầy_đủ toàn_bộ cực_kỳ sạch_sẽ địa_điểm khu_vực đẹp tham_quan du_lịch việt_nam thành_phố xung_quanh nhà_hàng tuyệt_vời quán cà_phê địa_điểm tham_quan giao_thông công_cộng tiếp_cận tuy_nhiên bữa có_thể đa_dạng kết_thúc hơi một_chút tuyệt tòa một_vài tiện_ích không hạn hồ bơi tiện_nghi bổ_sung kỳ nghỉ trở_nên tổng_thể khách_sạn vị_trí không_thể đánh_bại một_vài cải_tiến có_thể trở_nên xuất_sắc,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tiêu cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN BÔNG SEN,"8,4",Tích cực,vị_trí không_thể dễ_dàng khám_phá tham_quan lân_cận phòng sạch_sẽ thoải_mái nhân_viên thân_thiện chu_đáo tiện_nghi cung_cấp dao_động mặc_dù một_số có_thể được cập_nhật một_chút tổng_thể khách_sạn giá_trị tiền được khuyến_nghị,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}; {Giá cả#Trung lập}
KHÁCH SẠN BÔNG SEN,"9,2",Tích cực,tuyệt_vời chắc_chắn chúng_tôi trở_lại,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN BÔNG SEN,"9,6",Tích cực,vị_trí phong_cách thư giãn phương tây bữa ngon cơ_sở vật_chất cũ nhưng được giữ_gìn sạch_sẽ,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN BÔNG SEN,10,Tích cực,vị_trí khách_sạn nhân_viên nhiệt_tình tận_tâm,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN BÔNG SEN,"8,8",Tích cực,khách_sạn vị_trí trung_tâm nhân_viên thân_thiện yêu,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN BÔNG SEN,"8,4",Tích cực,tạm ổn 2 đêm ban_đầu khách_sạn phòng siêu tệ mùi giấy thơm treo phòng cực nồng gắt hương dừa kp mùi dễ_chịu yêu_cầu khách_sạn đổi phòng được phòng rộng_rãi không túi treo khử mùi kia dễ_chịu hẳn mong khách_sạn lưu_ý,{Vệ sinh#Tiêu cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN BÔNG SEN,"6,4",Trung lập,tổng_thể địa_điểm tuyệt_vời gần tất_cả thu_hút hàng_đầu có_thể đi chợ bến thành lần 4 giá hợp_lý dọc đường đồng_khởi sạch_sẽ gọn_gàng,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Giá cả#Trung lập}
KHÁCH SẠN BÔNG SEN,10,Tích cực,tuyệt_vời,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN BÔNG SEN,10,Tích cực,vị_trí thuận_lợi khách_sạn sạch_sẽ nhân_viên nhiệt_tình tuyệt_vời,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN BÔNG SEN,"9,6",Tích cực,khách_sạn trung_tâm 1 sát nhà_hát thành_phố phố đi nguyễn huệ phút đi dinh độc_lập chợ bến thành khách_sạn sửa sạch_sẽ nhân_viên lễ_tân bảo_vệ vui_vẻ nhiệt_tình món nhưng ổn,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}
KHÁCH SẠN BÔNG SEN,"9,6",Tích cực,vị_trí tuyệt_vời phòng thoải_mái sạch_sẽ trừ vòi_sen bồn_tắm bữa tạm ổn không lựa_chọn phương tây nhân_viên dễ_chịu không hồ bơi,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN BÔNG SEN,10,Tích cực,1 trải nghiệm chuyến đi công_tác sài_gòn,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN BÔNG SEN,10,Tích cực,nội_thất sạch đẹp phòng thơm,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN BÔNG SEN,8,Trung lập,khách_sạn nằm trung_tâm phường sài_gòn 1 cũ gần địa_điểm du_lịch phố đi nguyễn huệ bến bạch đằng nhà_hát sài_gòn xung_quanh quán nhà_hàng tiệm cà_phê có_thể đi phòng gia_đình rộng_rãi phòng tivi máy_lạnh ghế sofa máy_lạnh mát nước_máy tivi truyền_hình cáp nhưng không được youtube phòng thông khí chưa được tiếng máy_lạnh giếng trời vọng hơi ồn dịp phòng tầm đường_phố,{Vệ sinh#Trung lập}; {Vị trí#Trung lập}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN BÔNG SEN,"8,8",Tích cực,xa mong_đợi giường thoải_mái bữa ngon_miệng hiếu_khách tuyệt_vời,{Vị trí#Trung lập}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN BÔNG SEN,"6,4",Trung lập,khách_sạn vị_trí đẹp phòng hơi bí nhân_viên nhiệt_tình,{Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tiêu cực}
KHÁCH SẠN BÔNG SEN,"9,6",Tích cực,cảm_thấy thoải_mái ổ_cắm điện đầu giường,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tích cực}
KHÁCH SẠN BÔNG SEN,"9,6",Tích cực,vị_trí chuyến tham_quan ngắn phòng sạch_sẽ bữa khách_sạn 3 4,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Cơ sở vật chất#Trung lập}
KHÁCH SẠN BÔNG SEN,10,Tích cực,khách_sạn phong_cách phương tây thành_phố hồ chí minh nhưng bong sen giá_trị tuyệt_vời tiền vị_trí hoàn_hảo 1 nhà_hàng cửa_hàng khoảng_cách đi ngắn bữa bữa chắc_chắn thử khu vườn bia cạnh khách_sạn,{Vệ sinh#Trung lập}; {Vị trí#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
KHÁCH SẠN BÔNG SEN,10,Tích cực,tuyệt_vời,{Vệ sinh#Tích cực}; {Vị trí#Tích cực}; {Dịch vụ#Tích cực}; {Cơ sở vật chất#Tích cực}; {Giá cả#Tích cực}
